sentiment, tweet ,,,,,
1, Clinton campaign &amp; DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President. @FoxNews,,,,,
1, So nice being with Republican Senators today. Multiple standing ovations! Most are great people who want big Tax Cuts and success for U.S.,,,,,
2, “President Donald J. Trump Proclaims October 24 2017 as United Nations Day” Read more: https://t.co/cyRAQAKhy2 https://t.co/HVD0kLYlBk,,,,,
1, Stock Market just hit another record high! Jobs looking very good.,,,,,
1, ...the entire World WAS laughing and taking advantage of us. People like liddle' Bob Corker have set the U.S. way back. Now we move forward!,,,,,
2, Sen. Corker is the incompetent head of the Foreign Relations Committee &amp; look how poorly the U.S. has done. He doesn't have a clue as.....,,,,,
1, Isn't it sad that lightweight Senator Bob Corker who couldn't get re-elected in the Great State of Tennessee will now fight Tax Cuts plus!,,,,,
0, ...Corker dropped out of the race in Tennesse when I refused to endorse him and now is only negative on anything Trump. Look at his record!,,,,,
0, Bob Corker who helped President O give us the bad Iran Deal &amp; couldn't get elected dog catcher in Tennessee is now fighting Tax Cuts....,,,,,
2, We will never forget the 241 American service members killed by Hizballah in Beirut. They died in service to our nation. https://t.co/BaQZDA3s2e,,,,,
0, I had a very respectful conversation with the widow of Sgt. La David Johnson and spoke his name from beginning without hesitation!,,,,,
2, Two dozen NFL players continue to kneel during the National Anthem showing total disrespect to our Flag &amp; Country.  No leadership in NFL!,,,,,
1, There will be NO change to your 401(k). This has always been a great and popular middle class tax break that works and it stays!,,,,,
0, It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS even worse! Lost cred.,,,,,
1, Wacky Congresswoman Wilson is the gift that keeps on giving for the Republican Party a disaster for Dems. You watch her in action &amp; vote R!,,,,,
1, Doing interview today with Maria Bartiromo at 10:00 A.M. on @FoxNews - ENJOY!,,,,,
2, ...2nd Amendment Strong Military ISIS historic VA improvement Supreme Court Justice Record Stock Market lowest unemployment in 17 yrs!,,,,,
0, ...9 months than this Administration. Over 50 Legislation approvals massive regulation cuts energy freedom pipelines border security....,,,,,
1, I agree getting Tax Cuts approved  is important (we will also get HealthCare) but perhaps no Administration has done more in its first.....,,,,,
2," Just out but lightly reported: ""Fewest jobless claims since 1973 show firm U.S. Job Market"" Lowest since March 1973. @bpolitics",,,,,
1, Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side not mine!,,,,,
0," Keep hearing about ""tiny"" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN ABC NBC &amp; CBS?",,,,,
2," Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.",,,,,
1, “Trump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaign” https://t.co/2eoYXJB7h0,,,,,
2, Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!,,,,,
2, People get what is going on! https://t.co/Pdg7VqQv6M,,,,,
1, RT @IamVicky4Trump: TUNE IN: Maria Bartiromo Has an Exclusive Interview With President Trump https://t.co/H5VuJwy78o,,,,,
1, Subject to the receipt of further information I will be allowing as President the long blocked and classified JFK FILES to be opened.,,,,,
1, I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she as a representative is killing the Democrat Party!,,,,,
1, Budget that just passed is a really big deal especially in terms of what will be the biggest tax cut in U.S. history - MSM barely covered!,,,,,
2," Great book just out ""A Place Called Heaven"" by Dr. Robert Jeffress - A wonderful man!",,,,,
2, This is a once-in-a-generation opportunity to offer historic tax relief to the American people! Join me today: https://t.co/9czcJDbmVW https://t.co/s3kXpvbYih,,,,,
1, Today it was an honor to have @UNSecretary-General @AntonioGuterres at the @WhiteHouse. Speaking for the U.S.A. we appreciate all you do! https://t.co/Sk0Jcazzxw,,,,,
2, Thank you @GeraldoRivera @FoxandFriends. Agree! https://t.co/8cZLdAbgzw,,,,,
1," Just out report: ""United Kingdom crime rises 13% annually amid spread of Radical Islamic terror."" Not good we must keep America safe!",,,,,
2, ....This now allows for the passage of large scale Tax Cuts (and Reform) which will be the biggest in the history of our country!,,,,,
2, The Budget passed late last night 51 to 49. We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against.....,,,,,
2, Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the American people! #TaxReform https://t.co/aBzQR7KR0c,,,,,
0, Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong. Great Show!,,,,,
2, The Fake News is going crazy with wacky Congresswoman Wilson(D) who was SECRETLY on a very personal call and gave a total lie on content!,,,,,
2," Keep up the GREAT work. I am with you 100%!""ISIS is losing its grip...""Army Colonel Ryan DillonCJTF–OIRhttps://t.co/jVGuvv5mzm https://t.co/PSCXg38CtS",,,,,
1, It was great to have Governor @RicardoRossello of #PuertoRico🇵🇷with us at the @WhiteHouse today. We are with you! #PRStrong https://t.co/Op2xDZxvNc,,,,,
0, RT @USArmy333: @804StreetMedia @realDonaldTrump He’s done more in 9 months then obama did in8 yrs,,,,,
1," .@foxandfriends ""Russia sent millions to Clinton Foundation""",,,,,
1, Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it Russia the FBI or the Dems (or all)?,,,,,
2, Uranium deal to Russia with Clinton help and Obama Administration knowledge is the biggest story that Fake Media doesn't want to follow!,,,,,
2, Republicans are going for the big Budget approval today first step toward massive tax cuts. I think we have the votes but who knows?,,,,,
1, 46% of Americans think the Media is inventing stories about Trump &amp; his Administration. @FoxNews   It is actually much worse than this!,,,,,
2, .@DanaPerino &amp; @BradThorThank you so much for the wonderful compliment. Working hard! #MAGA https://t.co/AKWlsMsCVH,,,,,
1, 20000📈21000📈22000📈 23000📈this year...FOUR one thousand milestones this year... #Dow23K #MAGA https://t.co/GQ5f2eVvEI,,,,,
2, This is what REAL PRIDE in our COUNTRY is all about! #USA🇺🇸 https://t.co/kyv866prdE,,,,,
1, .@NFL: Too much talk not enough action. Stand for the National Anthem.,,,,,
0, Iran hides behind its assertion of technical compliance w/the nuclear deal while it brazenly violates the other limits..Amb. @NikkiHaley https://t.co/xvHgx7d1cT,,,,,
0, It was an honor to welcome Republican and Democratic members of the Senate Finance Committee to the @WhiteHouse today. #TaxReform https://t.co/ge4Xic9fId,,,,,
2, Our hearts are with all affected by the wildfires in California. God bless our brave First Responders and @FEMA team. We support you! https://t.co/YaoPbaVI5L,,,,,
1, The current tax code is a burden on American taxpayers &amp; harmful to job-creators. Americans need #TaxReform! More: https://t.co/qXyiYiFWCO https://t.co/NGIjJOc3TP,,,,,
2, I am supportive of Lamar as a person &amp; also of the process but I can never support bailing out ins co's who have made a fortune w/ O'Care.,,,,,
1, Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!,,,,,
2, The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!,,,,,
2, As it has turned out James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!,,,,,
1, The Democrats will only vote for Tax Increases. Hopefully all Senate Republicans will vote for the largest Tax Cuts in U.S. history.,,,,,
1, ...people not interviewed including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?,,,,,
0, Wow FBI confirms report that James Comey drafted letter exonerating  Crooked Hillary Clinton long before investigation was complete. Many..,,,,,
1, The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. 🎥https://t.co/rmAzGt8SuG https://t.co/SrPavwrt2R,,,,,
2, Thank you @Heritage! This is our once-in-a-generation opportunity to revitalize our economy revive our industry &amp; renew the AMERICAN DREAM! https://t.co/HI30nojsGo,,,,,
1, WOW! https://t.co/eKfRktNVuy,,,,,
2, BORDER WALL prototypes underway! https://t.co/arFNO80zmO,,,,,
1," Any increase in ObamaCare premiums is the fault of the Democrats for giving us a ""product"" that never had a chance of working.",,,,,
0, So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews @CBSNews @ABC and @CNN. Fiction writers!,,,,,
1, It was my great honor to welcome Prime Minister Alexis Tsipras of Greece to the WH today! 🎥https://t.co/Bn1vM6fYW9 📸https://t.co/j0roMFT3YL https://t.co/MPe5HWFcZ1,,,,,
0, Join me LIVE from the Rose Garden at 1:30pmE with Prime Minister Alexis Tsipras of Greece. ➡️https://t.co/Bn1vM6fYW9 https://t.co/dZB4mDBKpi,,,,,
2, Dow Passes 23000 for the First Time Fueled by Strong Earnings#Dow23K📈https://t.co/wnkrddYlb9 https://t.co/wlP0NCNcou,,,,,
1, Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman!,,,,,
2, RT @Scavino45: U.S. MARKETS FROM ELECTION DAY {Since 11/8/2016} 📈 https://t.co/HtjHrznQKJ,,,,,
0, Always great to see the wonderful people of South Carolina. Thank you for the beautiful welcome at Greenville-Spartanburg Int'l Airport! https://t.co/maO9Nc0sTe,,,,,
0," I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was ""I hope so!""",,,,,
2, The U.S. has gained more than 5.2 trillion dollars in Stock Market Value since Election Day! Also record business enthusiasm.,,,,,
2, Since Election Day on November 8 the Stock Market is up more than 25% unemployment is at a 17 year low &amp; companies are coming back to U.S.,,,,,
1, Dem Senator Schumer hated the Iran deal made by President Obama but now that I am involved he is OK with it. Tell that to Israel Chuck!,,,,,
1, The Democrats only want to increase taxes and obstruct. That's all they are good at!,,,,,
1, Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews,,,,,
0, RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.co…,,,,,
0, RT @mike_pence: .@EdWGillespie is fighting to grow the economy &amp; cut taxes! He’s fighting for a safer VA. And he’s is fighting for affordab…,,,,,
